Frequency ,Date,Rank,Player,Source
Weekly,2024-09-23,2,Mostafa Asal,https://www.psasquashtour.com/featured-news/psa-squash-tour-world-rankings-update/
Weekly,2024-09-23,3,Paul Coll,https://www.psasquashtour.com/featured-news/psa-squash-tour-world-rankings-update/
Weekly,2024-09-23,4,Diego Elias,https://www.psasquashtour.com/featured-news/psa-squash-tour-world-rankings-update/
Weekly,2024-09-23,5,Mazen Hesham,https://www.psasquashtour.com/featured-news/psa-squash-tour-world-rankings-update/
Weekly,2024-09-23,6,Karim Gawad,https://www.psasquashtour.com/featured-news/psa-squash-tour-world-rankings-update/
Weekly,2024-09-23,7,Tarek Momen,https://www.psasquashtour.com/featured-news/psa-squash-tour-world-rankings-update/
Weekly,2024-09-23,8,Mohamed Elshorbagy,https://www.psasquashtour.com/featured-news/psa-squash-tour-world-rankings-update/
Weekly,2024-09-23,9,Joel Makin,https://www.psasquashtour.com/featured-news/psa-squash-tour-world-rankings-update/
Weekly,2024-09-23,10,Marwan Elshorbagy,https://www.psasquashtour.com/featured-news/psa-squash-tour-world-rankings-update/
Weekly,2024-09-23,11,Youssef Soliman,https://www.psasquashtour.com/featured-news/psa-squash-tour-world-rankings-update/
Weekly,2024-09-23,12,Victor Crouin,https://www.psasquashtour.com/featured-news/psa-squash-tour-world-rankings-update/
Weekly,2024-09-23,13,Eain Yow Ng,https://www.psasquashtour.com/featured-news/psa-squash-tour-world-rankings-update/
Weekly,2024-09-23,14,Aly Abou Eleinen,https://www.psasquashtour.com/featured-news/psa-squash-tour-world-rankings-update/
Weekly,2024-09-23,15,Youssef Ibrahim,https://www.psasquashtour.com/featured-news/psa-squash-tour-world-rankings-update/
Weekly,2024-09-23,16,Miguel Rodriguez,https://www.psasquashtour.com/featured-news/psa-squash-tour-world-rankings-update/
Weekly,2024-09-23,17,Fares Dessouky,https://www.psasquashtour.com/featured-news/psa-squash-tour-world-rankings-update/
Weekly,2024-09-23,18,Greg Lobban,https://www.psasquashtour.com/featured-news/psa-squash-tour-world-rankings-update/
Weekly,2024-09-23,19,Baptiste Masotti,https://www.psasquashtour.com/featured-news/psa-squash-tour-world-rankings-update/
Weekly,2024-09-23,20,Abdulla Al Tamimi,https://www.psasquashtour.com/featured-news/psa-squash-tour-world-rankings-update/
Weekly,2024-09-30,1,Ali Farag,https://x.com/PSASquashTour/status/1840704400165147118/photo/2
Weekly,2024-09-30,2,Mostafa Asal,https://x.com/PSASquashTour/status/1840704400165147118/photo/2
Weekly,2024-09-30,3,Paul Coll,https://x.com/PSASquashTour/status/1840704400165147118/photo/2
Weekly,2024-09-30,4,Diego Elias,https://x.com/PSASquashTour/status/1840704400165147118/photo/2
Weekly,2024-09-30,5,Mazen Hesham,https://x.com/PSASquashTour/status/1840704400165147118/photo/2
Weekly,2024-09-30,6,Karim Gawad,https://x.com/PSASquashTour/status/1840704400165147118/photo/2
Weekly,2024-09-30,7,Tarek Momen,https://x.com/PSASquashTour/status/1840704400165147118/photo/2
Weekly,2024-09-30,8,Mohamed Elshorbagy,https://x.com/PSASquashTour/status/1840704400165147118/photo/2
Weekly,2024-09-30,9,Joel Makin,https://x.com/PSASquashTour/status/1840704400165147118/photo/2
Weekly,2024-09-30,10,Marwan Elshorbagy,https://x.com/PSASquashTour/status/1840704400165147118/photo/2
Weekly,2024-09-30,11,Youssef Soliman,https://x.com/PSASquashTour/status/1840704400165147118/photo/2
Weekly,2024-09-30,12,Victor Crouin,https://x.com/PSASquashTour/status/1840704400165147118/photo/2
Weekly,2024-09-30,13,Eain Yow Ng,https://x.com/PSASquashTour/status/1840704400165147118/photo/2
Weekly,2024-09-30,14,Aly Abou Eleinen,https://x.com/PSASquashTour/status/1840704400165147118/photo/2
Weekly,2024-09-30,15,Youssef Ibrahim,https://x.com/PSASquashTour/status/1840704400165147118/photo/2
Weekly,2024-09-30,16,Miguel Rodriguez,https://x.com/PSASquashTour/status/1840704400165147118/photo/2
Weekly,2024-09-30,17,Fares Dessouky,https://x.com/PSASquashTour/status/1840704400165147118/photo/2
Weekly,2024-09-30,18,Greg Lobban,https://x.com/PSASquashTour/status/1840704400165147118/photo/2
Weekly,2024-09-30,19,Baptiste Masotti,https://x.com/PSASquashTour/status/1840704400165147118/photo/2
Weekly,2024-09-30,20,Abdulla Al Tamimi,https://x.com/PSASquashTour/status/1840704400165147118/photo/2
Weekly,2024-10-07,1,Ali Farag ,https://www.psasquashtour.com/featured-news/aboelkheir-cardenas-rise-to-highest-world-rankings-in-latest-psa-rankings/
Weekly,2024-10-07,2,Mostafa Asal,https://www.psasquashtour.com/featured-news/aboelkheir-cardenas-rise-to-highest-world-rankings-in-latest-psa-rankings/
Weekly,2024-10-07,3,Paul Coll,https://www.psasquashtour.com/featured-news/aboelkheir-cardenas-rise-to-highest-world-rankings-in-latest-psa-rankings/
Weekly,2024-10-07,4,Diego Elias,https://www.psasquashtour.com/featured-news/aboelkheir-cardenas-rise-to-highest-world-rankings-in-latest-psa-rankings/
Weekly,2024-10-07,5,Karim Gawad,https://www.psasquashtour.com/featured-news/aboelkheir-cardenas-rise-to-highest-world-rankings-in-latest-psa-rankings/
Weekly,2024-10-07,6,Mazen Hesham,https://www.psasquashtour.com/featured-news/aboelkheir-cardenas-rise-to-highest-world-rankings-in-latest-psa-rankings/
Weekly,2024-10-07,7,Tarek Momen ,https://www.psasquashtour.com/featured-news/aboelkheir-cardenas-rise-to-highest-world-rankings-in-latest-psa-rankings/
Weekly,2024-10-07,8,Joel Makin,https://www.psasquashtour.com/featured-news/aboelkheir-cardenas-rise-to-highest-world-rankings-in-latest-psa-rankings/
Weekly,2024-10-07,9,Mohamed Elshorbagy,https://www.psasquashtour.com/featured-news/aboelkheir-cardenas-rise-to-highest-world-rankings-in-latest-psa-rankings/
Weekly,2024-10-07,10,Marwan Elshorbagy,https://www.psasquashtour.com/featured-news/aboelkheir-cardenas-rise-to-highest-world-rankings-in-latest-psa-rankings/
Weekly,2024-10-07,11,Youssef Soliman,https://www.psasquashtour.com/featured-news/aboelkheir-cardenas-rise-to-highest-world-rankings-in-latest-psa-rankings/
Weekly,2024-10-07,12,Victor Crouin,https://www.psasquashtour.com/featured-news/aboelkheir-cardenas-rise-to-highest-world-rankings-in-latest-psa-rankings/
Weekly,2024-10-07,13,Eain Yow Ng,https://www.psasquashtour.com/featured-news/aboelkheir-cardenas-rise-to-highest-world-rankings-in-latest-psa-rankings/
Weekly,2024-10-07,14,Fares Dessouky,https://www.psasquashtour.com/featured-news/aboelkheir-cardenas-rise-to-highest-world-rankings-in-latest-psa-rankings/
Weekly,2024-10-07,15,Aly Abou Eleinen,https://www.psasquashtour.com/featured-news/aboelkheir-cardenas-rise-to-highest-world-rankings-in-latest-psa-rankings/
Weekly,2024-10-07,16,Miguel Rodriguez,https://www.psasquashtour.com/featured-news/aboelkheir-cardenas-rise-to-highest-world-rankings-in-latest-psa-rankings/
Weekly,2024-10-07,17,Youssef Ibrahim,https://www.psasquashtour.com/featured-news/aboelkheir-cardenas-rise-to-highest-world-rankings-in-latest-psa-rankings/
Weekly,2024-10-07,18,Baptiste Masotti,https://www.psasquashtour.com/featured-news/aboelkheir-cardenas-rise-to-highest-world-rankings-in-latest-psa-rankings/
Weekly,2024-10-07,19,Leonel Cardenas,https://www.psasquashtour.com/featured-news/aboelkheir-cardenas-rise-to-highest-world-rankings-in-latest-psa-rankings/
Weekly,2024-10-07,20,Abdulla Al Tamimi,https://www.psasquashtour.com/featured-news/aboelkheir-cardenas-rise-to-highest-world-rankings-in-latest-psa-rankings/
Weekly,2024-10-14,1,Ali Farag,https://x.com/PSASquashTour/status/1845752948258705479/photo/2
Weekly,2024-10-14,2,Mostafa Asal,https://x.com/PSASquashTour/status/1845752948258705479/photo/2
Weekly,2024-10-14,3,Paul Coll,https://x.com/PSASquashTour/status/1845752948258705479/photo/2
Weekly,2024-10-14,4,Diego Elias,https://x.com/PSASquashTour/status/1845752948258705479/photo/2
Weekly,2024-10-14,5,Karim Gawad,https://x.com/PSASquashTour/status/1845752948258705479/photo/2
Weekly,2024-10-14,6,Mazen Hesham,https://x.com/PSASquashTour/status/1845752948258705479/photo/2
Weekly,2024-10-14,7,Tarek Momen,https://x.com/PSASquashTour/status/1845752948258705479/photo/2
Weekly,2024-10-14,8,Joel Makin,https://x.com/PSASquashTour/status/1845752948258705479/photo/2
Weekly,2024-10-14,9,Mohamed Elshorbagy,https://x.com/PSASquashTour/status/1845752948258705479/photo/2
Weekly,2024-10-14,10,Marwan Elshorbagy,https://x.com/PSASquashTour/status/1845752948258705479/photo/2
Weekly,2024-10-14,11,Youssef Soliman,https://x.com/PSASquashTour/status/1845752948258705479/photo/2
Weekly,2024-10-14,12,Victor Crouin,https://x.com/PSASquashTour/status/1845752948258705479/photo/2
Weekly,2024-10-14,13,Eain Yow Ng,https://x.com/PSASquashTour/status/1845752948258705479/photo/2
Weekly,2024-10-14,14,Fares Dessouky,https://x.com/PSASquashTour/status/1845752948258705479/photo/2
Weekly,2024-10-14,15,Aly Abou Eleinen,https://x.com/PSASquashTour/status/1845752948258705479/photo/2
Weekly,2024-10-14,16,Miguel Rodriguez,https://x.com/PSASquashTour/status/1845752948258705479/photo/2
Weekly,2024-10-14,17,Youssef Ibrahim,https://x.com/PSASquashTour/status/1845752948258705479/photo/2
Weekly,2024-10-14,18,Baptiste Masotti,https://x.com/PSASquashTour/status/1845752948258705479/photo/2
Weekly,2024-10-14,19,Leonel Cardenas,https://x.com/PSASquashTour/status/1845752948258705479/photo/2
Weekly,2024-10-14,20,Nicolas Mueller,https://x.com/PSASquashTour/status/1845752948258705479/photo/2
Weekly,2024-10-21,1,Ali Farag,https://www.psasquashtour.com/featured-news/wales-joel-makin-reaches-career-high-ranking-of-world-no-6-in-latest-rankings-update/
Weekly,2024-10-21,2,Mostafa Asal,https://www.psasquashtour.com/featured-news/wales-joel-makin-reaches-career-high-ranking-of-world-no-6-in-latest-rankings-update/
Weekly,2024-10-21,3,Paul Coll,https://www.psasquashtour.com/featured-news/wales-joel-makin-reaches-career-high-ranking-of-world-no-6-in-latest-rankings-update/
Weekly,2024-10-21,4,Diego Elias,https://www.psasquashtour.com/featured-news/wales-joel-makin-reaches-career-high-ranking-of-world-no-6-in-latest-rankings-update/
Weekly,2024-10-21,5,Mazen Hesham,https://www.psasquashtour.com/featured-news/wales-joel-makin-reaches-career-high-ranking-of-world-no-6-in-latest-rankings-update/
Weekly,2024-10-21,6,Joel Makin,https://www.psasquashtour.com/featured-news/wales-joel-makin-reaches-career-high-ranking-of-world-no-6-in-latest-rankings-update/
Weekly,2024-10-21,7,Tarek Momen ,https://www.psasquashtour.com/featured-news/wales-joel-makin-reaches-career-high-ranking-of-world-no-6-in-latest-rankings-update/
Weekly,2024-10-21,8,Karim Gawad,https://www.psasquashtour.com/featured-news/wales-joel-makin-reaches-career-high-ranking-of-world-no-6-in-latest-rankings-update/
Weekly,2024-10-21,9,Mohamed Elshorbagy,https://www.psasquashtour.com/featured-news/wales-joel-makin-reaches-career-high-ranking-of-world-no-6-in-latest-rankings-update/
Weekly,2024-10-21,10,Marwan Elshorbagy,https://www.psasquashtour.com/featured-news/wales-joel-makin-reaches-career-high-ranking-of-world-no-6-in-latest-rankings-update/
Weekly,2024-10-21,11,Youssef Soliman,https://www.psasquashtour.com/featured-news/wales-joel-makin-reaches-career-high-ranking-of-world-no-6-in-latest-rankings-update/
Weekly,2024-10-21,12,Victor Crouin,https://www.psasquashtour.com/featured-news/wales-joel-makin-reaches-career-high-ranking-of-world-no-6-in-latest-rankings-update/
Weekly,2024-10-21,13,Aly Abou Eleinen,https://www.psasquashtour.com/featured-news/wales-joel-makin-reaches-career-high-ranking-of-world-no-6-in-latest-rankings-update/
Weekly,2024-10-21,14,Eain Yow Ng,https://www.psasquashtour.com/featured-news/wales-joel-makin-reaches-career-high-ranking-of-world-no-6-in-latest-rankings-update/
Weekly,2024-10-21,15,Fares Dessouky,https://www.psasquashtour.com/featured-news/wales-joel-makin-reaches-career-high-ranking-of-world-no-6-in-latest-rankings-update/
Weekly,2024-10-21,16,Miguel Rodriguez,https://www.psasquashtour.com/featured-news/wales-joel-makin-reaches-career-high-ranking-of-world-no-6-in-latest-rankings-update/
Weekly,2024-10-21,17,Youssef Ibrahim,https://www.psasquashtour.com/featured-news/wales-joel-makin-reaches-career-high-ranking-of-world-no-6-in-latest-rankings-update/
Weekly,2024-10-21,18,Leonel Cardenas,https://www.psasquashtour.com/featured-news/wales-joel-makin-reaches-career-high-ranking-of-world-no-6-in-latest-rankings-update/
Weekly,2024-10-21,19,Abdulla Al Tamimi,https://www.psasquashtour.com/featured-news/wales-joel-makin-reaches-career-high-ranking-of-world-no-6-in-latest-rankings-update/
Weekly,2024-10-21,20,Dimitri Steinmann,https://www.psasquashtour.com/featured-news/wales-joel-makin-reaches-career-high-ranking-of-world-no-6-in-latest-rankings-update/
Weekly,2024-10-28,1,Ali Farag,https://www.psasquashtour.com/featured-news/elias-moves-no-3-psa-mens-world-ranking/
Weekly,2024-10-28,2,Mostafa Asal,https://www.psasquashtour.com/featured-news/elias-moves-no-3-psa-mens-world-ranking/
Weekly,2024-10-28,3,Diego Elias,https://www.psasquashtour.com/featured-news/elias-moves-no-3-psa-mens-world-ranking/
Weekly,2024-10-28,4,Paul Coll,https://www.psasquashtour.com/featured-news/elias-moves-no-3-psa-mens-world-ranking/
Weekly,2024-10-28,5,Mazen Hesham,https://www.psasquashtour.com/featured-news/elias-moves-no-3-psa-mens-world-ranking/
Weekly,2024-10-28,6,Karim Gawad,https://www.psasquashtour.com/featured-news/elias-moves-no-3-psa-mens-world-ranking/
Weekly,2024-10-28,7,Joel Makin,https://www.psasquashtour.com/featured-news/elias-moves-no-3-psa-mens-world-ranking/
Weekly,2024-10-28,8,Tarek Momen,https://www.psasquashtour.com/featured-news/elias-moves-no-3-psa-mens-world-ranking/
Weekly,2024-10-28,9,Mohamed Elshorbagy,https://www.psasquashtour.com/featured-news/elias-moves-no-3-psa-mens-world-ranking/
Weekly,2024-10-28,10,Marwan Elshorbagy,https://www.psasquashtour.com/featured-news/elias-moves-no-3-psa-mens-world-ranking/
Weekly,2024-10-28,11,Youssef Soliman,https://www.psasquashtour.com/featured-news/elias-moves-no-3-psa-mens-world-ranking/
Weekly,2024-10-28,12,Victor Crouin,https://www.psasquashtour.com/featured-news/elias-moves-no-3-psa-mens-world-ranking/
Weekly,2024-10-28,13,Aly Abou Eleinen,https://www.psasquashtour.com/featured-news/elias-moves-no-3-psa-mens-world-ranking/
Weekly,2024-10-28,14,Fares Dessouky,https://www.psasquashtour.com/featured-news/elias-moves-no-3-psa-mens-world-ranking/
Weekly,2024-10-28,15,Eain Yow Ng,https://www.psasquashtour.com/featured-news/elias-moves-no-3-psa-mens-world-ranking/
Weekly,2024-10-28,16,Youssef Ibrahim,https://www.psasquashtour.com/featured-news/elias-moves-no-3-psa-mens-world-ranking/
Weekly,2024-10-28,17,Miguel Rodriguez,https://www.psasquashtour.com/featured-news/elias-moves-no-3-psa-mens-world-ranking/
Weekly,2024-10-28,18,Leonel Cardenas,https://www.psasquashtour.com/featured-news/elias-moves-no-3-psa-mens-world-ranking/
Weekly,2024-10-28,19,Dimitri Steinmann,https://www.psasquashtour.com/featured-news/elias-moves-no-3-psa-mens-world-ranking/
Weekly,2024-10-28,20,Greg Lobban,https://www.psasquashtour.com/featured-news/elias-moves-no-3-psa-mens-world-ranking/
Weekly,2024-11-04,1,Ali Farag,https://www.psasquashtour.com/news/makin-returns-to-highest-ranking-whilst-soliman-reaches-top-10-for-first-time/
Weekly,2024-11-04,2,Mostafa Asal,https://www.psasquashtour.com/news/makin-returns-to-highest-ranking-whilst-soliman-reaches-top-10-for-first-time/
Weekly,2024-11-04,3,Diego Elias,https://www.psasquashtour.com/news/makin-returns-to-highest-ranking-whilst-soliman-reaches-top-10-for-first-time/
Weekly,2024-11-04,4,Paul Coll,https://www.psasquashtour.com/news/makin-returns-to-highest-ranking-whilst-soliman-reaches-top-10-for-first-time/
Weekly,2024-11-04,5,Mazen Hesham,https://www.psasquashtour.com/news/makin-returns-to-highest-ranking-whilst-soliman-reaches-top-10-for-first-time/
Weekly,2024-11-04,6,Mohamed Elshorbagy,https://www.psasquashtour.com/news/makin-returns-to-highest-ranking-whilst-soliman-reaches-top-10-for-first-time/
Weekly,2024-11-04,7,Karim Gawad,https://www.psasquashtour.com/news/makin-returns-to-highest-ranking-whilst-soliman-reaches-top-10-for-first-time/
Weekly,2024-11-04,8,Joel Makin,https://www.psasquashtour.com/news/makin-returns-to-highest-ranking-whilst-soliman-reaches-top-10-for-first-time/
Weekly,2024-11-04,9,Tarek Momen,https://www.psasquashtour.com/news/makin-returns-to-highest-ranking-whilst-soliman-reaches-top-10-for-first-time/
Weekly,2024-11-04,10,Marwan Elshorbagy,https://www.psasquashtour.com/news/makin-returns-to-highest-ranking-whilst-soliman-reaches-top-10-for-first-time/
Weekly,2024-11-04,11,Youssef Soliman,https://www.psasquashtour.com/news/makin-returns-to-highest-ranking-whilst-soliman-reaches-top-10-for-first-time/
Weekly,2024-11-04,12,Victor Crouin,https://www.psasquashtour.com/news/makin-returns-to-highest-ranking-whilst-soliman-reaches-top-10-for-first-time/
Weekly,2024-11-04,13,Aly Abou Eleinen,https://www.psasquashtour.com/news/makin-returns-to-highest-ranking-whilst-soliman-reaches-top-10-for-first-time/
Weekly,2024-11-04,14,Eain Yow Ng,https://www.psasquashtour.com/news/makin-returns-to-highest-ranking-whilst-soliman-reaches-top-10-for-first-time/
Weekly,2024-11-04,15,Fares Dessouky,https://www.psasquashtour.com/news/makin-returns-to-highest-ranking-whilst-soliman-reaches-top-10-for-first-time/
Weekly,2024-11-04,16,Youssef Ibrahim,https://www.psasquashtour.com/news/makin-returns-to-highest-ranking-whilst-soliman-reaches-top-10-for-first-time/
Weekly,2024-11-04,17,Leonel Cardenas,https://www.psasquashtour.com/news/makin-returns-to-highest-ranking-whilst-soliman-reaches-top-10-for-first-time/
Weekly,2024-11-04,18,Miguel Rodriguez,https://www.psasquashtour.com/news/makin-returns-to-highest-ranking-whilst-soliman-reaches-top-10-for-first-time/
Weekly,2024-11-04,19,Dimitri Steinmann,https://www.psasquashtour.com/news/makin-returns-to-highest-ranking-whilst-soliman-reaches-top-10-for-first-time/
Weekly,2024-11-04,20,Greg Lobban,https://www.psasquashtour.com/news/makin-returns-to-highest-ranking-whilst-soliman-reaches-top-10-for-first-time/
Weekly,2024-11-11,1,Ali Farag,https://x.com/PSASquashTour/status/1855923155258179950/photo/2
Weekly,2024-11-11,2,Mostafa Asal,https://x.com/PSASquashTour/status/1855923155258179950/photo/2
Weekly,2024-11-11,3,Diego Elias,https://x.com/PSASquashTour/status/1855923155258179950/photo/2
Weekly,2024-11-11,4,Paul Coll,https://x.com/PSASquashTour/status/1855923155258179950/photo/2
Weekly,2024-11-11,5,Mazen Hesham,https://x.com/PSASquashTour/status/1855923155258179950/photo/2
Weekly,2024-11-11,6,Mohamed Elshorbagy,https://x.com/PSASquashTour/status/1855923155258179950/photo/2
Weekly,2024-11-11,7,Karim Gawad,https://x.com/PSASquashTour/status/1855923155258179950/photo/2
Weekly,2024-11-11,8,Joel Makin,https://x.com/PSASquashTour/status/1855923155258179950/photo/2
Weekly,2024-11-11,9,Tarek Momen,https://x.com/PSASquashTour/status/1855923155258179950/photo/2
Weekly,2024-11-11,10,Marwan Elshorbagy,https://x.com/PSASquashTour/status/1855923155258179950/photo/2
Weekly,2024-11-11,11,Youssef Soliman,https://x.com/PSASquashTour/status/1855923155258179950/photo/2
Weekly,2024-11-11,12,Victor Crouin,https://x.com/PSASquashTour/status/1855923155258179950/photo/2
Weekly,2024-11-11,13,Aly Abou Eleinen,https://x.com/PSASquashTour/status/1855923155258179950/photo/2
Weekly,2024-11-11,14,Eain Yow Ng,https://x.com/PSASquashTour/status/1855923155258179950/photo/2
Weekly,2024-11-11,15,Fares Dessouky,https://x.com/PSASquashTour/status/1855923155258179950/photo/2
Weekly,2024-11-11,16,Youssef Ibrahim,https://x.com/PSASquashTour/status/1855923155258179950/photo/2
Weekly,2024-11-11,17,Leonel Cardenas,https://x.com/PSASquashTour/status/1855923155258179950/photo/2
Weekly,2024-11-11,18,Miguel Rodriguez,https://x.com/PSASquashTour/status/1855923155258179950/photo/2
Weekly,2024-11-11,19,Dimitri Steinmann,https://x.com/PSASquashTour/status/1855923155258179950/photo/2
Weekly,2024-11-11,20,Greg Lobban,https://x.com/PSASquashTour/status/1855923155258179950/photo/2
Weekly,2024-11-18,1,Ali Farag,https://x.com/PSASquashTour/status/1858468951585386798/photo/1
Weekly,2024-11-18,2,Mostafa Asal,https://x.com/PSASquashTour/status/1858468951585386798/photo/1
Weekly,2024-11-18,3,Diego Elias,https://x.com/PSASquashTour/status/1858468951585386798/photo/1
Weekly,2024-11-18,4,Paul Coll,https://x.com/PSASquashTour/status/1858468951585386798/photo/1
Weekly,2024-11-18,5,Mazen Hesham,https://x.com/PSASquashTour/status/1858468951585386798/photo/1
Weekly,2024-11-18,6,Mohamed Elshorbagy,https://x.com/PSASquashTour/status/1858468951585386798/photo/1
Weekly,2024-11-18,7,Karim Gawad,https://x.com/PSASquashTour/status/1858468951585386798/photo/1
Weekly,2024-11-18,8,Joel Makin,https://x.com/PSASquashTour/status/1858468951585386798/photo/1
Weekly,2024-11-18,9,Tarek Momen,https://x.com/PSASquashTour/status/1858468951585386798/photo/1
Weekly,2024-11-18,10,Marwan Elshorbagy,https://x.com/PSASquashTour/status/1858468951585386798/photo/1
Weekly,2024-11-18,11,Youssef Soliman,https://x.com/PSASquashTour/status/1858468951585386798/photo/1
Weekly,2024-11-18,12,Victor Crouin,https://x.com/PSASquashTour/status/1858468951585386798/photo/1
Weekly,2024-11-18,13,Aly Abou Eleinen,https://x.com/PSASquashTour/status/1858468951585386798/photo/1
Weekly,2024-11-18,14,Eain Yow Ng,https://x.com/PSASquashTour/status/1858468951585386798/photo/1
Weekly,2024-11-18,15,Fares Dessouky,https://x.com/PSASquashTour/status/1858468951585386798/photo/1
Weekly,2024-11-18,16,Youssef Ibrahim,https://x.com/PSASquashTour/status/1858468951585386798/photo/1
Weekly,2024-11-18,17,Leonel Cardenas,https://x.com/PSASquashTour/status/1858468951585386798/photo/1
Weekly,2024-11-18,18,Miguel Rodriguez,https://x.com/PSASquashTour/status/1858468951585386798/photo/1
Weekly,2024-11-18,19,Dimitri Steinmann,https://x.com/PSASquashTour/status/1858468951585386798/photo/1
Weekly,2024-11-18,20,Greg Lobban,https://x.com/PSASquashTour/status/1858468951585386798/photo/1
Weekly,2024-11-25,1,Ali Farag,https://www.psasquashtour.com/news/singapore-open-champion-orfi-reaches-highest-ranking-of-world-no-9/
Weekly,2024-11-25,2,Mostafa Asal,https://www.psasquashtour.com/news/singapore-open-champion-orfi-reaches-highest-ranking-of-world-no-9/
Weekly,2024-11-25,3,Diego Elias,https://www.psasquashtour.com/news/singapore-open-champion-orfi-reaches-highest-ranking-of-world-no-9/
Weekly,2024-11-25,4,Paul Coll,https://www.psasquashtour.com/news/singapore-open-champion-orfi-reaches-highest-ranking-of-world-no-9/
Weekly,2024-11-25,5,Mazen Hesham,https://www.psasquashtour.com/news/singapore-open-champion-orfi-reaches-highest-ranking-of-world-no-9/
Weekly,2024-11-25,6,Mohamed Elshorbagy,https://www.psasquashtour.com/news/singapore-open-champion-orfi-reaches-highest-ranking-of-world-no-9/
Weekly,2024-11-25,7,Karim Gawad,https://www.psasquashtour.com/news/singapore-open-champion-orfi-reaches-highest-ranking-of-world-no-9/
Weekly,2024-11-25,8,Joel Makin,https://www.psasquashtour.com/news/singapore-open-champion-orfi-reaches-highest-ranking-of-world-no-9/
Weekly,2024-11-25,9,Tarek Momen,https://www.psasquashtour.com/news/singapore-open-champion-orfi-reaches-highest-ranking-of-world-no-9/
Weekly,2024-11-25,10,Marwan Elshorbagy,https://www.psasquashtour.com/news/singapore-open-champion-orfi-reaches-highest-ranking-of-world-no-9/
Weekly,2024-11-25,11,Youssef Soliman,https://www.psasquashtour.com/news/singapore-open-champion-orfi-reaches-highest-ranking-of-world-no-9/
Weekly,2024-11-25,12,Victor Crouin ,https://www.psasquashtour.com/news/singapore-open-champion-orfi-reaches-highest-ranking-of-world-no-9/
Weekly,2024-11-25,13,Eain Yow Ng,https://www.psasquashtour.com/news/singapore-open-champion-orfi-reaches-highest-ranking-of-world-no-9/
Weekly,2024-11-25,14,Aly Abou Eleinen,https://www.psasquashtour.com/news/singapore-open-champion-orfi-reaches-highest-ranking-of-world-no-9/
Weekly,2024-11-25,15,Youssef Ibrahim,https://www.psasquashtour.com/news/singapore-open-champion-orfi-reaches-highest-ranking-of-world-no-9/
Weekly,2024-11-25,16,Fares Dessouky,https://www.psasquashtour.com/news/singapore-open-champion-orfi-reaches-highest-ranking-of-world-no-9/
Weekly,2024-11-25,17,Leonel Cardenas,https://www.psasquashtour.com/news/singapore-open-champion-orfi-reaches-highest-ranking-of-world-no-9/
Weekly,2024-11-25,18,Miguel Rodriguez,https://www.psasquashtour.com/news/singapore-open-champion-orfi-reaches-highest-ranking-of-world-no-9/
Weekly,2024-11-25,19,Dimitri Steinmann,https://www.psasquashtour.com/news/singapore-open-champion-orfi-reaches-highest-ranking-of-world-no-9/
Weekly,2024-11-25,20,Greg Lobban,https://www.psasquashtour.com/news/singapore-open-champion-orfi-reaches-highest-ranking-of-world-no-9/
Weekly,2024-12-02,1,Ali Farag,https://www.psasquashtour.com/tournaments/frances-alves-moves-back-inside-top-20-after-cape-town-success/
Weekly,2024-12-02,2,Mostafa Asal,https://www.psasquashtour.com/tournaments/frances-alves-moves-back-inside-top-20-after-cape-town-success/
Weekly,2024-12-02,3,Diego Elias,https://www.psasquashtour.com/tournaments/frances-alves-moves-back-inside-top-20-after-cape-town-success/
Weekly,2024-12-02,4,Paul Coll,https://www.psasquashtour.com/tournaments/frances-alves-moves-back-inside-top-20-after-cape-town-success/
Weekly,2024-12-02,5,Mazen Hesham,https://www.psasquashtour.com/tournaments/frances-alves-moves-back-inside-top-20-after-cape-town-success/
Weekly,2024-12-02,6,Mohamed Elshorbagy,https://www.psasquashtour.com/tournaments/frances-alves-moves-back-inside-top-20-after-cape-town-success/
Weekly,2024-12-02,7,Karim Gawad,https://www.psasquashtour.com/tournaments/frances-alves-moves-back-inside-top-20-after-cape-town-success/
Weekly,2024-12-02,8,Joel Makin,https://www.psasquashtour.com/tournaments/frances-alves-moves-back-inside-top-20-after-cape-town-success/
Weekly,2024-12-02,9,Tarek Momen,https://www.psasquashtour.com/tournaments/frances-alves-moves-back-inside-top-20-after-cape-town-success/
Weekly,2024-12-02,10,Marwan Elshorbagy,https://www.psasquashtour.com/tournaments/frances-alves-moves-back-inside-top-20-after-cape-town-success/
Weekly,2024-12-02,11,Youssef Soliman,https://www.psasquashtour.com/tournaments/frances-alves-moves-back-inside-top-20-after-cape-town-success/
Weekly,2024-12-02,12,Victor Crouin ,https://www.psasquashtour.com/tournaments/frances-alves-moves-back-inside-top-20-after-cape-town-success/
Weekly,2024-12-02,13,Eain Yow Ng,https://www.psasquashtour.com/tournaments/frances-alves-moves-back-inside-top-20-after-cape-town-success/
Weekly,2024-12-02,14,Aly Abou Eleinen,https://www.psasquashtour.com/tournaments/frances-alves-moves-back-inside-top-20-after-cape-town-success/
Weekly,2024-12-02,15,Youssef Ibrahim,https://www.psasquashtour.com/tournaments/frances-alves-moves-back-inside-top-20-after-cape-town-success/
Weekly,2024-12-02,16,Fares Dessouky,https://www.psasquashtour.com/tournaments/frances-alves-moves-back-inside-top-20-after-cape-town-success/
